,Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
1094,BDCQ.SEA1IT,2011.12,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1095,BDCQ.SEA1IT,2012.03,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1096,BDCQ.SEA1IT,2012.06,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1097,BDCQ.SEA1IT,2012.09,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1098,BDCQ.SEA1IT,2012.12,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1099,BDCQ.SEA1IT,2013.03,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1100,BDCQ.SEA1IT,2013.06,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1101,BDCQ.SEA1IT,2013.09,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1102,BDCQ.SEA1IT,2013.12,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1103,BDCQ.SEA1IT,2014.03,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1104,BDCQ.SEA1IT,2014.06,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1105,BDCQ.SEA1IT,2014.09,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1106,BDCQ.SEA1IT,2014.12,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1107,BDCQ.SEA1IT,2015.03,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1108,BDCQ.SEA1IT,2015.06,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1109,BDCQ.SEA1IT,2015.09,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1110,BDCQ.SEA1IT,2015.12,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1111,BDCQ.SEA1IT,2016.03,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1112,BDCQ.SEA1IT,2016.06,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1113,BDCQ.SEA1IT,2016.09,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1114,BDCQ.SEA1IT,2016.12,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1115,BDCQ.SEA1IT,2017.03,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1116,BDCQ.SEA1IT,2017.06,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1117,BDCQ.SEA1IT,2017.09,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1118,BDCQ.SEA1IT,2017.12,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1119,BDCQ.SEA1IT,2018.03,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1120,BDCQ.SEA1IT,2018.06,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1121,BDCQ.SEA1IT,2018.09,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1122,BDCQ.SEA1IT,2018.12,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1123,BDCQ.SEA1IT,2019.03,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1124,BDCQ.SEA1IT,2019.06,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1125,BDCQ.SEA1IT,2019.09,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1126,BDCQ.SEA1IT,2019.12,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1127,BDCQ.SEA1IT,2020.03,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1128,BDCQ.SEA1IT,2020.06,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1129,BDCQ.SEA1IT,2020.09,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1130,BDCQ.SEA1IT,2020.12,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1131,BDCQ.SEA1IT,2021.03,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1132,BDCQ.SEA1IT,2021.06,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1133,BDCQ.SEA1IT,2021.09,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,"Transport, Postal and Warehousing",Trend,,
1134,BDCQ.SEA1JA,2011.06,35085.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1135,BDCQ.SEA1JA,2011.09,36904.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1136,BDCQ.SEA1JA,2011.12,35836.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1137,BDCQ.SEA1JA,2012.03,35700.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1138,BDCQ.SEA1JA,2012.06,36905.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1139,BDCQ.SEA1JA,2012.09,36974.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1140,BDCQ.SEA1JA,2012.12,35848.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1141,BDCQ.SEA1JA,2013.03,36177.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1142,BDCQ.SEA1JA,2013.06,36375.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1143,BDCQ.SEA1JA,2013.09,36549.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1144,BDCQ.SEA1JA,2013.12,36290.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1145,BDCQ.SEA1JA,2014.03,36407.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1146,BDCQ.SEA1JA,2014.06,35957.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1147,BDCQ.SEA1JA,2014.09,35705.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1148,BDCQ.SEA1JA,2014.12,35506.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1149,BDCQ.SEA1JA,2015.03,34795.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1150,BDCQ.SEA1JA,2015.06,34879.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1151,BDCQ.SEA1JA,2015.09,34671.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1152,BDCQ.SEA1JA,2015.12,35041.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1153,BDCQ.SEA1JA,2016.03,34989.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1154,BDCQ.SEA1JA,2016.06,35235.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1155,BDCQ.SEA1JA,2016.09,35058.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1156,BDCQ.SEA1JA,2016.12,35295.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1157,BDCQ.SEA1JA,2017.03,35297.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1158,BDCQ.SEA1JA,2017.06,36000.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1159,BDCQ.SEA1JA,2017.09,36076.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1160,BDCQ.SEA1JA,2017.12,35363.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1161,BDCQ.SEA1JA,2018.03,34942.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1162,BDCQ.SEA1JA,2018.06,34641.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1163,BDCQ.SEA1JA,2018.09,34597.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1164,BDCQ.SEA1JA,2018.12,32761.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1165,BDCQ.SEA1JA,2019.03,32265.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1166,BDCQ.SEA1JA,2019.06,32293.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1167,BDCQ.SEA1JA,2019.09,31840.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1168,BDCQ.SEA1JA,2019.12,31573.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1169,BDCQ.SEA1JA,2020.03,31206.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1170,BDCQ.SEA1JA,2020.06,30086.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1171,BDCQ.SEA1JA,2020.09,29057.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1172,BDCQ.SEA1JA,2020.12,29536.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1173,BDCQ.SEA1JA,2021.03,30036.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1174,BDCQ.SEA1JA,2021.06,30403.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1175,BDCQ.SEA1JA,2021.09,29997.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Actual,,
1176,BDCQ.SEA1JS,2011.06,35085.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1177,BDCQ.SEA1JS,2011.09,36904.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1178,BDCQ.SEA1JS,2011.12,35836.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1179,BDCQ.SEA1JS,2012.03,35700.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1180,BDCQ.SEA1JS,2012.06,36905.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1181,BDCQ.SEA1JS,2012.09,36974.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1182,BDCQ.SEA1JS,2012.12,35848.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1183,BDCQ.SEA1JS,2013.03,36177.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1184,BDCQ.SEA1JS,2013.06,36375.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1185,BDCQ.SEA1JS,2013.09,36549.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1186,BDCQ.SEA1JS,2013.12,36290.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1187,BDCQ.SEA1JS,2014.03,36407.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1188,BDCQ.SEA1JS,2014.06,35957.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1189,BDCQ.SEA1JS,2014.09,35705.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1190,BDCQ.SEA1JS,2014.12,35506.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1191,BDCQ.SEA1JS,2015.03,34795.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1192,BDCQ.SEA1JS,2015.06,34879.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1193,BDCQ.SEA1JS,2015.09,34671.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1194,BDCQ.SEA1JS,2015.12,35041.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1195,BDCQ.SEA1JS,2016.03,34989.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1196,BDCQ.SEA1JS,2016.06,35235.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1197,BDCQ.SEA1JS,2016.09,35058.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1198,BDCQ.SEA1JS,2016.12,35295.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1199,BDCQ.SEA1JS,2017.03,35297.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1200,BDCQ.SEA1JS,2017.06,36000.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1201,BDCQ.SEA1JS,2017.09,36076.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1202,BDCQ.SEA1JS,2017.12,35363.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1203,BDCQ.SEA1JS,2018.03,34942.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1204,BDCQ.SEA1JS,2018.06,34641.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1205,BDCQ.SEA1JS,2018.09,34597.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1206,BDCQ.SEA1JS,2018.12,32761.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1207,BDCQ.SEA1JS,2019.03,32265.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1208,BDCQ.SEA1JS,2019.06,32293.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1209,BDCQ.SEA1JS,2019.09,31840.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1210,BDCQ.SEA1JS,2019.12,31573.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1211,BDCQ.SEA1JS,2020.03,31206.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1212,BDCQ.SEA1JS,2020.06,30086.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1213,BDCQ.SEA1JS,2020.09,29057.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1214,BDCQ.SEA1JS,2020.12,29536.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1215,BDCQ.SEA1JS,2021.03,30036.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1216,BDCQ.SEA1JS,2021.06,30403.0,,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1217,BDCQ.SEA1JS,2021.09,29997.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Seasonally adjusted,,
1218,BDCQ.SEA1JT,2011.06,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1219,BDCQ.SEA1JT,2011.09,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1220,BDCQ.SEA1JT,2011.12,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1221,BDCQ.SEA1JT,2012.03,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1222,BDCQ.SEA1JT,2012.06,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1223,BDCQ.SEA1JT,2012.09,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1224,BDCQ.SEA1JT,2012.12,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1225,BDCQ.SEA1JT,2013.03,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1226,BDCQ.SEA1JT,2013.06,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1227,BDCQ.SEA1JT,2013.09,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1228,BDCQ.SEA1JT,2013.12,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1229,BDCQ.SEA1JT,2014.03,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1230,BDCQ.SEA1JT,2014.06,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1231,BDCQ.SEA1JT,2014.09,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1232,BDCQ.SEA1JT,2014.12,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1233,BDCQ.SEA1JT,2015.03,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1234,BDCQ.SEA1JT,2015.06,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1235,BDCQ.SEA1JT,2015.09,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1236,BDCQ.SEA1JT,2015.12,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1237,BDCQ.SEA1JT,2016.03,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1238,BDCQ.SEA1JT,2016.06,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1239,BDCQ.SEA1JT,2016.09,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1240,BDCQ.SEA1JT,2016.12,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1241,BDCQ.SEA1JT,2017.03,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1242,BDCQ.SEA1JT,2017.06,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1243,BDCQ.SEA1JT,2017.09,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1244,BDCQ.SEA1JT,2017.12,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1245,BDCQ.SEA1JT,2018.03,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1246,BDCQ.SEA1JT,2018.06,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1247,BDCQ.SEA1JT,2018.09,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1248,BDCQ.SEA1JT,2018.12,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1249,BDCQ.SEA1JT,2019.03,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1250,BDCQ.SEA1JT,2019.06,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1251,BDCQ.SEA1JT,2019.09,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1252,BDCQ.SEA1JT,2019.12,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1253,BDCQ.SEA1JT,2020.03,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1254,BDCQ.SEA1JT,2020.06,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1255,BDCQ.SEA1JT,2020.09,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1256,BDCQ.SEA1JT,2020.12,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1257,BDCQ.SEA1JT,2021.03,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1258,BDCQ.SEA1JT,2021.06,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1259,BDCQ.SEA1JT,2021.09,,Y,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Information Media and Telecommunications,Trend,,
1260,BDCQ.SEA1KA,2011.06,54474.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Financial and Insurance Services,Actual,,
1261,BDCQ.SEA1KA,2011.09,55328.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Financial and Insurance Services,Actual,,
1262,BDCQ.SEA1KA,2011.12,55558.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Financial and Insurance Services,Actual,,
1263,BDCQ.SEA1KA,2012.03,55426.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Financial and Insurance Services,Actual,,
1264,BDCQ.SEA1KA,2012.06,55659.0,,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Financial and Insurance Services,Actual,,
